image_id,image_width,image_height,hsv_dominant,hsv_cluster
001b9e692.jpg,32,32,[ 95.79101562 111.81445312  45.42871094],8
001bfb70a.jpg,32,32,[ 11.89746094   1.32714844 250.88964844],5
001c73c42.jpg,32,32,[111.43164062 242.96191406  50.94433594],41
001db1e48.jpg,32,32,[106.47949219   9.84765625 149.28125   ],33
001db5968.jpg,32,32,[ 93.26074219 101.19238281  88.7421875 ],4
001dd855d.jpg,32,32,[104.875      168.55761719  54.46679688],23
001e3f475.jpg,32,32,[101.33984375  77.65429688 159.09277344],12
001ea610a.jpg,32,32,[ 78.69921875 126.96972656  53.88183594],16
001f04ca3.jpg,32,32,[ 40.18554688  49.09863281 113.51269531],29
001f3caca.jpg,32,32,[110.26757812 129.24804688  67.14160156],0
002077cf3.jpg,32,32,[114.19628906 241.56347656  38.99316406],41
00207e662.jpg,32,32,[105.04589844 211.30566406  52.38867188],35
002155dd1.jpg,32,32,[114.46582031 237.68847656  36.12890625],13
00220176b.jpg,32,32,[ 96.37402344 237.703125    67.06933594],17
002237256.jpg,32,32,[112.6328125  245.06347656  43.38085938],41
0022cade7.jpg,32,32,[102.61425781 205.84960938  46.75195312],35
0023b2b72.jpg,32,32,[ 36.25683594  11.44824219 216.203125  ],5
0023b39c3.jpg,32,32,[105.55761719 121.1953125   74.7890625 ],48
00240e745.jpg,32,32,[104.49023438 241.72558594  58.24121094],17
0024786e1.jpg,32,32,[84.86523438 66.3828125  72.54101562],28
002490fe4.jpg,32,32,[ 88.15234375 156.140625    75.27246094],44
00249d8ad.jpg,32,32,[18.97949219 85.92480469 97.765625  ],49
0024c3726.jpg,32,32,[ 87.91503906 150.03417969  79.16894531],44
0026f7ea5.jpg,32,32,[103.57910156 221.37890625  63.90136719],47
00293fb9e.jpg,32,32,[117.68066406 243.3515625   40.76953125],41
0029673da.jpg,32,32,[106.39355469 200.34765625  56.38378906],9
0029a4e84.jpg,32,32,[102.62890625 184.39160156  56.14941406],9
002a4ab34.jpg,32,32,[104.53320312 185.67480469  90.09375   ],21
002aa3894.jpg,32,32,[102.14746094 219.26171875  53.18554688],2
002aae251.jpg,32,32,[108.1953125  211.58300781  28.20507812],35
002abd5df.jpg,32,32,[108.52246094 113.10742188  67.31738281],48
002abf883.jpg,32,32,[ 94.47460938 172.77441406  84.59375   ],7
002ac662a.jpg,32,32,[100.87207031  94.24023438  70.03320312],37
002adc40c.jpg,32,32,[90.18457031 26.58691406 93.74804688],11
002aef0e2.jpg,32,32,[107.17773438  87.79003906  62.0703125 ],37
002b7f742.jpg,32,32,[107.86230469 170.88964844  52.99609375],23
002b96007.jpg,32,32,[ 99.02246094 132.140625   112.81347656],26
002bd6bc7.jpg,32,32,[106.84082031 199.27734375  51.37011719],35
002c13bb6.jpg,32,32,[105.25195312  18.1171875   85.3046875 ],30
002c872c1.jpg,32,32,[ 69.68554688 141.171875    56.01171875],16
002d107b5.jpg,32,32,[106.41894531  63.63183594 144.77246094],34
002e42551.jpg,32,32,[ 32.265625    77.46386719 108.20214844],6
002e4ecce.jpg,32,32,[116.38964844 238.875       30.73144531],13
002e8a977.jpg,32,32,[ 93.03417969 132.32128906  66.86425781],0
002eba124.jpg,32,32,[ 91.63964844 245.15820312  48.22851562],17
002febce2.jpg,32,32,[102.203125   181.70214844  51.27246094],23
003080f2f.jpg,32,32,[105.63671875 239.94042969  52.70410156],17
0030e7fe8.jpg,32,32,[101.44433594 213.25390625  51.44824219],35
0032158a0.jpg,32,32,[106.1171875  148.89941406  68.15527344],0
003385133.jpg,32,32,[123.421875     8.78417969 146.38085938],33
003490d93.jpg,32,32,[109.63671875 240.62109375  41.2265625 ],41
0036c3aa8.jpg,32,32,[ 24.20019531  52.66113281 113.18359375],6
0036df7bb.jpg,32,32,[ 61.84472656  32.54394531 126.59375   ],3
003711b66.jpg,32,32,[ 97.90039062 203.29980469  54.75292969],35
003726244.jpg,32,32,[96.84179688 97.18945312 60.21289062],37
00374ccfa.jpg,32,32,[101.87207031 236.19726562  41.57617188],41
003794048.jpg,32,32,[ 99.65332031  45.76757812 128.86035156],34
0037dda6b.jpg,32,32,[ 99.74707031 232.38476562  25.984375  ],13
00383c855.jpg,32,32,[110.14160156 238.21386719  41.40429688],41
003850cde.jpg,32,32,[101.08398438 218.47070312  51.98828125],2
003857112.jpg,32,32,[106.546875   102.27148438  68.63769531],37
00387da9b.jpg,32,32,[ 98.66796875 138.90136719  85.23632812],44
0038fa4c9.jpg,32,32,[113.56445312 243.49609375  49.89941406],41
00390d79a.jpg,32,32,[96.78125    63.36914062 73.29394531],28
00391726f.jpg,32,32,[ 95.17089844 196.19140625  76.35546875],21
00397761d.jpg,32,32,[107.84863281  70.52539062  68.1875    ],28
0039b40ac.jpg,32,32,[105.55078125  32.00488281 100.36621094],11
0039c67c1.jpg,32,32,[116.64355469 241.10546875  40.4453125 ],41
003a13db8.jpg,32,32,[107.36132812 128.52636719  52.51855469],40
003a7bb0b.jpg,32,32,[ 99.15332031 247.30761719  53.79296875],17
003aef141.jpg,32,32,[ 72.93066406  12.51855469 170.09667969],46
003b34b6e.jpg,32,32,[100.62207031 230.09179688  54.77441406],2
003b507f1.jpg,32,32,[ 94.96191406 164.52246094  94.25878906],7
003b50a15.jpg,32,32,[104.84960938 246.98046875  66.35644531],17
003b620f9.jpg,32,32,[109.90039062 193.41601562  32.87304688],35
003b74542.jpg,32,32,[107.98242188 232.27050781  21.43164062],13
003c09c8d.jpg,32,32,[107.19726562  61.91894531 108.50683594],24
003c1c842.jpg,32,32,[106.64550781 186.03320312  66.62207031],9
003c27119.jpg,32,32,[107.5546875   57.10742188 119.70507812],34
003d0a956.jpg,32,32,[101.01757812 136.38378906  94.75976562],44
003dbe2cf.jpg,32,32,[111.23925781 161.31640625  79.21386719],7
003dd3638.jpg,32,32,[ 98.43554688 140.84179688  35.01367188],22
003e91970.jpg,32,32,[ 88.25292969 166.90332031  76.98925781],7
003e929b2.jpg,32,32,[103.59863281 120.79101562 125.15625   ],26
003eb5cb6.jpg,32,32,[ 60.92480469  15.453125   128.5       ],36
003efbe7e.jpg,32,32,[104.13476562  94.79296875  96.43457031],4
003f4c640.jpg,32,32,[114.65039062  19.61816406 186.20800781],18
003fc760d.jpg,32,32,[111.86035156 244.8359375   44.25683594],41
003fcef7b.jpg,32,32,[ 94.34960938 235.83984375  40.671875  ],41
00400ca9c.jpg,32,32,[ 65.78613281  22.70117188 100.69335938],29
00406d1b3.jpg,32,32,[101.69433594  15.32910156  93.47753906],30
0041c497c.jpg,32,32,[107.49609375 208.80273438  52.65332031],35
004277cde.jpg,32,32,[103.26757812 216.64160156  77.8671875 ],47
0042da6d5.jpg,32,32,[105.40136719 100.38085938  91.01464844],4
004304a89.jpg,32,32,[112.58691406 244.69726562  52.14160156],41
0043b9c24.jpg,32,32,[105.62109375 194.0234375   54.11425781],9
0043fe542.jpg,32,32,[105.75292969 219.89257812  49.22558594],2
004514d4e.jpg,32,32,[ 18.53417969  81.45019531 137.28613281],6
00458f435.jpg,32,32,[102.03320312  98.74316406 143.53417969],12
0045a0833.jpg,32,32,[ 36.34667969  21.65722656 118.79101562],36
0045fbd7c.jpg,32,32,[107.79882812 245.421875    66.09375   ],17
00461addf.jpg,32,32,[ 99.84765625  81.56542969 143.35742188],12
00466744e.jpg,32,32,[105.48339844  92.23730469  68.19042969],37
00477d9dd.jpg,32,32,[ 91.93164062 172.0078125   70.90722656],38
0047c6676.jpg,32,32,[109.92285156 223.99511719  49.31347656],2
0047f29d0.jpg,32,32,[116.39941406 238.734375    31.47070312],13
0048e49d5.jpg,32,32,[103.41503906  96.60839844  78.18554688],37
00492b322.jpg,32,32,[ 97.97265625 215.84179688 114.0625    ],25
004a73a8c.jpg,32,32,[110.01757812 169.49316406  44.43945312],23
004d40dc6.jpg,32,32,[108.80273438  93.54199219  97.80273438],4
004d4a312.jpg,32,32,[45.86230469 46.16796875 99.41894531],29
004d731e0.jpg,32,32,[104.37109375 227.29882812  51.56933594],2
004db8c97.jpg,32,32,[107.28613281 221.60546875  38.12695312],2
004f253c6.jpg,32,32,[ 19.04980469  64.67578125 118.63574219],6
004f448dd.jpg,32,32,[105.21191406  96.12988281  90.43945312],4
00502e612.jpg,32,32,[ 86.37109375 131.76171875  55.17089844],40
005084f1b.jpg,32,32,[ 93.04394531  92.79296875 126.9375    ],19
00512250a.jpg,32,32,[109.35449219 168.69335938  53.56347656],23
00514059c.jpg,32,32,[ 99.61914062 200.41992188 122.06835938],25
00516532d.jpg,32,32,[102.87695312 242.54980469  44.53515625],41
0052e3bdc.jpg,32,32,[ 35.92285156  15.3046875  126.04394531],36
0052f82c6.jpg,32,32,[81.65917969 95.90332031 95.41992188],4
00552d24a.jpg,32,32,[105.1328125  166.17382812  49.46289062],23
00558fb2a.jpg,32,32,[88.68652344 67.08203125 44.37207031],20
0055ffe5d.jpg,32,32,[106.03027344  28.06835938  96.70605469],30
00562a5e4.jpg,32,32,[100.640625   101.54589844  73.64453125],37
00564274f.jpg,32,32,[106.91894531  76.75585938  81.76660156],28
0056b2282.jpg,32,32,[103.96777344 246.27636719  56.58203125],17
0056cff59.jpg,32,32,[106.24707031 110.67773438  78.8984375 ],48
005742712.jpg,32,32,[ 77.14746094  44.54589844 129.99121094],3
0057b03e2.jpg,32,32,[ 76.69238281  24.70800781 187.75585938],46
0057d1789.jpg,32,32,[111.43359375  25.07226562  83.84570312],30
005818de8.jpg,32,32,[ 84.14355469 119.97753906  86.515625  ],32
005883874.jpg,32,32,[104.43847656 207.90820312  58.53515625],35
0058896c8.jpg,32,32,[ 97.66015625 171.43359375  74.05761719],7
00592a761.jpg,32,32,[ 96.83007812 190.14746094 126.82226562],42
0059c618d.jpg,32,32,[ 99.26464844 237.87597656  63.83007812],17
0059f4395.jpg,32,32,[ 50.8359375   10.25976562 168.85253906],46
005a65e0d.jpg,32,32,[100.9140625  212.93164062  49.23242188],35
005a782bb.jpg,32,32,[ 47.64941406  30.35449219 159.47363281],15
005b128fd.jpg,32,32,[105.04003906 243.46777344  73.6640625 ],17
005b86bd0.jpg,32,32,[106.15332031 142.66210938  65.11914062],0
005bc2261.jpg,32,32,[101.1484375  139.73730469  63.62304688],0
005c6a4b7.jpg,32,32,[109.62011719 246.08105469  50.77050781],41
005d6d2f2.jpg,32,32,[108.22949219 201.41015625  43.56347656],35
005ea8d65.jpg,32,32,[ 96.38769531 166.90429688 127.31542969],42
005f161e5.jpg,32,32,[48.74707031 90.29492188 76.36523438],31
005f64ff5.jpg,32,32,[107.1640625  183.09667969  51.72167969],9
00608f068.jpg,32,32,[104.21191406  37.84082031 104.88964844],11
0060ef048.jpg,32,32,[113.32910156 235.35449219  40.58886719],41
006188aec.jpg,32,32,[ 98.65234375 198.78613281  99.421875  ],21
0061c2491.jpg,32,32,[118.04785156  15.92871094  83.15625   ],30
00624b4d1.jpg,32,32,[ 97.46191406 207.28222656  52.39160156],35
00624c7d6.jpg,32,32,[109.75390625 125.90527344  64.66601562],48
0062ae3db.jpg,32,32,[105.42871094 163.47167969  86.82714844],7
0062c4254.jpg,32,32,[ 92.17871094 120.296875    45.91503906],40
006316220.jpg,32,32,[100.32617188 177.40136719  52.73144531],23
0063175dd.jpg,32,32,[100.12304688  75.07421875 104.68066406],24
0064320fe.jpg,32,32,[107.15039062 241.63183594  45.79882812],41
006481d12.jpg,32,32,[97.38964844 55.94726562 79.20703125],1
0064bcd76.jpg,32,32,[101.7265625  216.57519531  91.69238281],47
00657edc0.jpg,32,32,[ 96.54199219 107.33398438  79.15234375],48
0065ad081.jpg,32,32,[ 96.84375    242.57714844  66.27929688],17
0066fa9a8.jpg,32,32,[ 95.74023438  78.47363281 106.54199219],24
00677958d.jpg,32,32,[117.74804688 240.03320312  29.29589844],13
0068ace36.jpg,32,32,[103.74121094 229.02539062  56.09667969],2
006946ba9.jpg,32,32,[43.57324219 62.01660156 96.66308594],29
0069e6715.jpg,32,32,[ 22.38867188   1.68945312 243.31835938],5
006a5835a.jpg,32,32,[104.48339844 133.81445312  50.56152344],40
006abf2b8.jpg,32,32,[ 88.78613281 250.05957031  59.07714844],17
006afd8f9.jpg,32,32,[101.86425781 208.99902344  51.13964844],35
006b3a206.jpg,32,32,[106.83886719 169.30175781  68.06738281],38
006b699d5.jpg,32,32,[118.08398438  11.546875   142.66503906],33
006bd5648.jpg,32,32,[101.89648438 230.21972656  47.3046875 ],2
006c24464.jpg,32,32,[93.2421875  69.97753906 59.24121094],20
006ca5685.jpg,32,32,[101.49902344 171.38769531  64.86914062],38
006d6bc79.jpg,32,32,[102.52441406 201.38769531  72.12890625],47
006de72bb.jpg,32,32,[109.41601562 239.3203125   49.97460938],41
006f99d58.jpg,32,32,[104.34375    102.47851562 105.69335938],4
00706447d.jpg,32,32,[ 58.48144531   7.41015625 129.4921875 ],36
00711596a.jpg,32,32,[ 17.88671875  79.43945312 119.98339844],6
00717ce00.jpg,32,32,[108.19042969 242.53808594  56.45898438],17
00731c2cc.jpg,32,32,[105.86816406  94.578125    82.14453125],4
007387e08.jpg,32,32,[ 93.56347656 176.91894531  62.88476562],38
0073eaf0c.jpg,32,32,[ 94.09082031 164.80761719  89.80859375],7
0073fda18.jpg,32,32,[106.45410156 241.91503906  63.81835938],17
007458ed0.jpg,32,32,[104.94921875 202.03710938  52.04785156],35
007638694.jpg,32,32,[108.42089844 244.33007812  57.03222656],17
00767775f.jpg,32,32,[97.04296875 62.30664062 95.5       ],24
00767e7c2.jpg,32,32,[113.31054688  31.50976562 141.95996094],33
00772037b.jpg,32,32,[89.03710938 28.8828125  88.90722656],11
0077380fe.jpg,32,32,[106.89550781 206.96777344  41.6953125 ],35
007779200.jpg,32,32,[ 97.11914062 165.44628906 110.71289062],42
0078344d7.jpg,32,32,[100.67773438 232.0078125   50.1015625 ],2
007886537.jpg,32,32,[100.39746094  51.14550781  74.58007812],1
007947521.jpg,32,32,[ 80.90820312  25.12207031 149.92382812],10
007971405.jpg,32,32,[ 95.34472656 194.06054688  75.13378906],21
0079987ec.jpg,32,32,[ 98.24316406 149.515625    56.73828125],22
0079bd312.jpg,32,32,[ 90.93945312 102.47167969  41.85644531],8
0079f46f5.jpg,32,32,[100.41992188 164.77832031  89.20996094],7
007abacf8.jpg,32,32,[108.54199219 128.640625    71.125     ],48
007afac42.jpg,32,32,[77.78710938 83.68359375 79.11523438],31
007bcd840.jpg,32,32,[ 74.94433594  73.55957031 102.82421875],27
007be06e8.jpg,32,32,[ 96.54589844 201.16796875 119.10546875],25
007ce0003.jpg,32,32,[109.11425781 243.91699219  55.8359375 ],17
007ce759d.jpg,32,32,[110.78125     91.44140625  86.44433594],4
007deeeae.jpg,32,32,[ 99.31542969  79.58203125 135.74023438],12
007ecf483.jpg,32,32,[116.3046875  240.44433594  33.70410156],13
007f4bcc6.jpg,32,32,[112.73730469 236.96875     34.96289062],13
00800bc58.jpg,32,32,[101.71191406 101.00390625 100.859375  ],4
008028110.jpg,32,32,[ 86.22167969 140.70703125  77.31835938],44
00804c4d8.jpg,32,32,[ 91.13964844 170.35546875  78.5859375 ],7
00806aaa8.jpg,32,32,[106.44628906 182.84375     45.85546875],23
00808d376.jpg,32,32,[100.38085938 160.96972656 109.84960938],42
0080bd6a5.jpg,32,32,[6.36816406e+00 2.49023438e-01 2.53382812e+02],5
00815c663.jpg,32,32,[104.21582031 205.57421875  58.38183594],35
0081d56d4.jpg,32,32,[ 99.15039062   9.48730469 132.90429688],33
0082a47b4.jpg,32,32,[102.40722656 244.19433594  60.05371094],17
0082b1331.jpg,32,32,[ 69.51855469  16.31347656 141.95800781],10
0083414e4.jpg,32,32,[109.06933594 211.09082031  51.46386719],35
00837bf48.jpg,32,32,[100.98730469  92.90136719 148.5390625 ],12
008401010.jpg,32,32,[107.47265625  19.37988281  94.32421875],30
0085c5104.jpg,32,32,[ 95.06152344 211.12109375  58.99707031],35
0085e527a.jpg,32,32,[105.73535156 207.54785156  52.45996094],35
00862fc1d.jpg,32,32,[ 98.546875    51.17578125 136.69921875],34
0086bf67c.jpg,32,32,[108.99511719  27.69238281 166.18164062],18
008750c98.jpg,32,32,[107.92871094  64.64355469  70.06835938],28
00875a44f.jpg,32,32,[ 99.16894531 228.34570312  60.82421875],2
008775d3e.jpg,32,32,[109.66601562 234.95410156  37.1328125 ],13
0087ae1e7.jpg,32,32,[101.97167969  97.41894531 136.04980469],12
0087cfecb.jpg,32,32,[ 96.35449219 107.31542969  52.51757812],8
00885c45f.jpg,32,32,[72.98242188 53.015625   94.88769531],27
00887bc15.jpg,32,32,[101.3125     115.64746094 117.38671875],19
00895a91b.jpg,32,32,[101.72851562 101.30078125 150.22070312],12
00898bc3a.jpg,32,32,[105.75390625 208.96191406  44.38964844],35
0089afe3f.jpg,32,32,[102.63671875 206.5625      73.98925781],47
0089c7bf1.jpg,32,32,[88.65820312 70.03222656 46.63183594],20
0089fe989.jpg,32,32,[100.59667969  11.67773438 135.72265625],33
008a1bdb4.jpg,32,32,[110.20019531 132.70507812  67.86328125],0
008aa8cda.jpg,32,32,[ 98.99902344 229.1796875  113.55761719],25
008aafbd4.jpg,32,32,[ 86.23046875 184.56152344  35.2265625 ],23
008b86d16.jpg,32,32,[ 56.82519531  27.62402344 151.91992188],10
008b94a8a.jpg,32,32,[ 98.47460938 189.56835938  52.87597656],9
008be8252.jpg,32,32,[ 76.87792969  32.19921875 123.11914062],3
008c71d89.jpg,32,32,[103.52050781 205.44921875  34.02539062],35
008c8a442.jpg,32,32,[ 76.43457031  28.97070312 149.67480469],10
008cd37c7.jpg,32,32,[ 96.95898438 239.90136719  62.74121094],17
008ceaeb0.jpg,32,32,[ 97.34863281 217.234375    44.47167969],35
008d0ff07.jpg,32,32,[109.67871094 180.36328125  42.79882812],23
008d15664.jpg,32,32,[ 96.43847656  36.45605469 125.59277344],14
008da962d.jpg,32,32,[ 89.90136719 139.296875    93.44921875],44
008dbba6c.jpg,32,32,[104.51367188 244.19140625  65.7109375 ],17
008e155f6.jpg,32,32,[100.82519531  90.29492188  81.078125  ],37
008e764da.jpg,32,32,[105.5546875   53.66210938 120.75195312],34
009105bc2.jpg,32,32,[102.45507812  99.39648438 137.12597656],12
00918be6f.jpg,32,32,[109.63378906 175.54101562  75.93652344],7
0091de0c1.jpg,32,32,[ 33.58203125  11.74609375 133.1875    ],36
0092a3597.jpg,32,32,[107.04492188 134.29492188  75.43554688],0
0092b764b.jpg,32,32,[101.76171875  31.20703125 129.47753906],14
009315aad.jpg,32,32,[108.99316406  22.28417969 191.29003906],18
009363023.jpg,32,32,[102.50976562 206.94921875  46.56152344],35
009385621.jpg,32,32,[103.09472656  34.484375   130.11621094],14
0093a4735.jpg,32,32,[117.41699219 241.97167969  37.39160156],41
0093b5ad2.jpg,32,32,[ 93.74609375 243.81933594  50.02929688],17
009412a5b.jpg,32,32,[ 86.90820312  52.83007812 144.81347656],39
009412ee5.jpg,32,32,[ 89.7109375   19.49707031 125.18457031],3
009432a16.jpg,32,32,[ 67.86914062  14.44726562 182.92480469],46
00944a000.jpg,32,32,[ 95.95410156 101.75097656  51.609375  ],8
00949c7e5.jpg,32,32,[104.72070312 149.81542969  71.20019531],0
0095be2f4.jpg,32,32,[104.14453125  18.90527344  85.04296875],30
0097ba701.jpg,32,32,[ 56.69042969 112.296875    72.42382812],16
0097bfba4.jpg,32,32,[106.12109375 174.31835938  51.34179688],23
0097d1602.jpg,32,32,[ 95.59667969 213.74121094  49.83496094],35
009a350fd.jpg,32,32,[ 86.63085938  46.65429688 115.375     ],34
009a622f1.jpg,32,32,[ 29.37109375   6.56542969 200.69921875],43
009a7f5e8.jpg,32,32,[101.19726562 210.63769531  54.97363281],35
009a88723.jpg,32,32,[102.40234375  43.03515625  76.75683594],1
009abe676.jpg,32,32,[107.9296875   92.97265625 100.109375  ],4
009bdad7b.jpg,32,32,[91.54199219 99.05175781 51.02539062],8
009c23adc.jpg,32,32,[ 87.73339844 178.96875     97.37597656],21
009cdaffc.jpg,32,32,[107.20996094 148.07519531  81.375     ],44
009d02050.jpg,32,32,[ 61.83984375  10.26757812 121.80566406],36
009d02498.jpg,32,32,[108.49511719 243.96972656  56.96582031],17
009d82942.jpg,32,32,[103.71679688  16.43652344  90.05566406],30
009d9b565.jpg,32,32,[ 95.29003906 178.73046875  83.65527344],7
009db82af.jpg,32,32,[102.81445312 131.69824219  51.34667969],40
009e09a64.jpg,32,32,[ 39.03710938  21.13183594 108.44824219],36
009e2d63e.jpg,32,32,[103.87207031 205.56542969  57.72265625],35
009ecdcd1.jpg,32,32,[ 90.74121094 140.81445312  51.04199219],22
009f13556.jpg,32,32,[100.07617188 185.79492188  90.42480469],21
009f3f058.jpg,32,32,[ 98.32324219 181.53125    111.98925781],42
009fb265e.jpg,32,32,[ 73.54589844 160.09472656  55.88085938],38
009fcd170.jpg,32,32,[ 55.22949219 121.67382812   8.75878906],45
009ff1a8e.jpg,32,32,[ 98.89453125 195.74121094  56.01855469],9
00a0969df.jpg,32,32,[ 74.19824219 125.14257812  36.8046875 ],16
00a177625.jpg,32,32,[108.66992188  33.52050781 122.85742188],14
00a22caa9.jpg,32,32,[ 39.2109375    8.7109375  167.87597656],15
00a2a6f9e.jpg,32,32,[107.0078125  169.86425781  53.76660156],23
00a2dd872.jpg,32,32,[105.23046875  39.19238281 121.59960938],14
00a355197.jpg,32,32,[106.51074219 141.95214844  62.73242188],0
00a3780b5.jpg,32,32,[100.83300781  64.74121094  97.21386719],24
00a3e57fe.jpg,32,32,[88.25       69.5390625  56.29003906],20
00a4400d3.jpg,32,32,[110.16796875 239.12402344  34.234375  ],13
00a4ba88b.jpg,32,32,[102.83300781 182.11132812  71.30957031],9
00a4bf025.jpg,32,32,[104.84667969  17.03222656  93.55273438],30
00a5195bb.jpg,32,32,[106.27734375 136.22265625  73.43359375],0
00a544bfd.jpg,32,32,[110.5546875  239.77441406  38.81054688],41
00a57d4f6.jpg,32,32,[101.20214844 135.34667969  47.52832031],22
00a5a195b.jpg,32,32,[ 13.58007812  87.55859375 152.71191406],6
00a5ebe44.jpg,32,32,[ 41.95898438  50.76464844 113.46777344],29
00a5f7e44.jpg,32,32,[ 87.72558594 111.17773438 101.5390625 ],32
00a645e13.jpg,32,32,[106.70703125  30.1015625   69.51855469],1
00a694b3e.jpg,32,32,[109.81054688  13.64550781 137.71777344],33
00a6d0513.jpg,32,32,[101.42089844  78.37988281  65.17578125],28
00a74a7fe.jpg,32,32,[105.68261719 107.69140625  90.02441406],4
00a768806.jpg,32,32,[106.41308594 229.10253906  47.68457031],2
00a7c6bed.jpg,32,32,[105.83886719 206.95410156  35.34960938],35
00a802020.jpg,32,32,[ 91.91894531 245.11523438  48.90429688],17
00a8afb91.jpg,32,32,[97.37695312 89.6015625  74.31640625],37
00a8c3d3f.jpg,32,32,[ 92.96875    215.03710938  52.63964844],35
00a9b7ec4.jpg,32,32,[116.51953125 236.3203125   29.28125   ],13
00aa6b360.jpg,32,32,[ 99.87304688 230.23339844  57.46875   ],2
00aa8b3ed.jpg,32,32,[ 75.08886719  25.984375   149.09863281],10
00aa97862.jpg,32,32,[109.69628906  51.125      111.11230469],34
00ab42add.jpg,32,32,[82.28613281 63.64746094 89.41113281],27
